Date;Dernier;Ouv.; Plus Haut;Plus Bas;Vol. ();Variation %
05.04.18;75,62;75,12;75,62;74,50;10,89;1,91%
04.04.18;74,20;74,24;74,96;73,72;8,99;-0,24%
03.04.18;74,38;75,08;75,22;74,38;6,58;-1,64%
29.03.18;75,62;75,46;76,10;74,96;6,04;0,05%
28.03.18;75,58;73,72;75,58;73,60;9,46;2,14%
27.03.18;74,00;73,72;74,14;73,34;7,24;1,37%
26.03.18;73,00;73,88;74,24;73,00;7,55;-0,95%
23.03.18;73,70;73,62;74,46;73,46;6,51;-0,54%
22.03.18;74,10;74,20;74,60;73,78;7,43;-0,80%
21.03.18;74,70;75,62;76,02;74,68;6,46;-1,45%
20.03.18;75,80;75,90;76,16;75,28;4,66;-0,13%
19.03.18;75,90;76,48;76,56;75,58;6,32;-0,78%
16.03.18;76,50;76,50;77,10;76,20;15,74;0,08%
15.03.18;76,44;76,40;76,62;75,90;5,07;0,24%
14.03.18;76,26;76,10;76,74;75,94;6,61;0,13%
13.03.18;76,16;76,48;76,70;75,92;6,15;-0,44%
12.03.18;76,50;76,54;76,74;76,28;3,82;0,31%
09.03.18;76,26;75,54;76,52;75,46;6,19;0,82%
08.03.18;75,64;74,40;75,82;74,40;6,41;1,75%
07.03.18;74,34;74,46;74,96;74,26;6,64;-0,56%
06.03.18;74,76;75,78;76,00;74,68;5,83;-0,48%
05.03.18;75,12;73,66;75,12;73,46;6,23;2,20%
02.03.18;73,50;74,00;74,56;73,34;7,01;-1,32%
01.03.18;74,48;74,98;75,66;74,48;5,93;-1,06%
28.02.18;75,28;75,44;76,10;75,18;8,23;-0,84%
27.02.18;75,92;76,34;76,70;75,92;4,52;-0,78%
26.02.18;76,52;76,00;76,80;75,80;5,18;1,00%
23.02.18;75,76;75,44;75,94;75,14;5,86;0,21%
22.02.18;75,60;74,72;75,60;74,40;6,97;0,75%
21.02.18;75,04;75,00;75,18;74,66;11,31;-0,21%
20.02.18;75,20;75,00;75,20;74,44;5,78;0,32%
19.02.18;74,96;75,26;75,42;74,74;5,53;-1,03%
16.02.18;75,74;75,48;76,10;75,42;8,78;0,05%
15.02.18;75,70;75,50;75,82;75,14;11,44;-2,10%
14.02.18;77,32;76,78;77,42;76,16;8,40;1,50%
13.02.18;76,18;76,88;77,16;76,18;5,34;-0,99%
12.02.18;76,94;77,00;77,30;76,46;6,83;1,64%
09.02.18;75,70;76,40;77,04;75,60;8,13;-0,53%
08.02.18;76,10;77,68;77,98;76,10;7,99;-2,46%
07.02.18;78,02;77,38;78,54;77,10;8,83;1,46%
06.02.18;76,90;77,20;78,32;76,02;12,54;-2,31%
05.02.18;78,72;79,02;79,16;78,50;8,22;-0,88%
02.02.18;79,42;80,02;80,14;79,10;6,73;-1,24%
01.02.18;80,42;80,80;81,40;80,24;5,48;0,00%
31.01.18;80,42;80,86;81,30;80,22;7,41;-0,05%
30.01.18;80,46;80,18;80,88;80,10;5,34;0,15%
29.01.18;80,34;80,92;81,12;80,34;5,55;-0,81%
26.01.18;81,00;81,10;81,52;80,92;4,98;0,17%
25.01.18;80,86;82,08;82,36;80,86;11,70;-1,99%
24.01.18;82,50;83,18;83,48;82,50;5,41;-0,77%
23.01.18;83,14;82,84;83,46;82,64;6,11;0,70%
22.01.18;82,56;82,40;82,64;82,24;5,00;0,34%
19.01.18;82,28;82,50;82,74;82,18;8,03;-0,32%
18.01.18;82,54;83,02;83,22;82,54;6,02;-0,46%
17.01.18;82,92;82,58;83,24;82,48;5,24;0,36%
16.01.18;82,62;83,22;83,42;82,62;5,54;-0,34%
15.01.18;82,90;82,56;83,04;82,32;3,49;0,51%
12.01.18;82,48;82,50;82,68;82,12;4,68;0,10%
11.01.18;82,40;83,00;83,24;82,30;7,03;-0,96%
10.01.18;83,20;84,18;84,40;82,90;5,61;-1,42%
09.01.18;84,40;83,82;84,72;83,70;5,19;0,91%
08.01.18;83,64;83,96;84,02;83,40;4,54;-0,12%
05.01.18;83,74;83,40;83,92;83,36;5,52;0,53%
04.01.18;83,30;83,42;83,70;82,86;5,69;-0,10%
03.01.18;83,38;83,70;83,96;82,76;7,09;-0,50%
29.12.17;83,80;83,60;83,85;83,40;3,00;-0,12%
28.12.17;83,90;84,05;84,30;83,85;2,57;-0,18%
27.12.17;84,05;83,55;84,45;83,55;3,23;0,54%
22.12.17;83,60;83,55;84,25;83,50;3,46;0,12%
21.12.17;83,50;82,75;83,65;82,55;4,84;1,03%
20.12.17;82,65;83,50;83,95;82,65;5,29;-1,14%
19.12.17;83,60;84,20;84,70;83,55;5,43;-0,71%
18.12.17;84,20;84,35;84,90;84,00;4,98;-0,12%
15.12.17;84,30;85,10;85,45;84,00;27,45;-0,82%
14.12.17;85,00;85,45;85,65;84,95;5,26;-0,87%
13.12.17;85,75;85,10;85,80;84,85;4,98;0,29%
12.12.17;85,50;85,00;85,50;84,85;4,11;0,59%
11.12.17;85,00;85,50;85,70;84,85;4,72;-0,41%
08.12.17;85,35;86,00;86,05;85,15;5,54;-0,18%
07.12.17;85,50;85,95;86,25;85,50;4,60;-0,35%
06.12.17;85,80;84,30;86,40;84,30;5,81;1,24%
05.12.17;84,75;84,35;85,25;84,25;6,03;0,41%
04.12.17;84,40;84,30;84,90;84,05;5,31;0,78%
01.12.17;83,75;84,05;84,85;83,60;6,45;-0,59%
30.11.17;84,25;84,75;85,45;84,25;8,23;-0,82%
29.11.17;84,95;86,20;86,20;84,95;6,18;-1,22%
28.11.17;86,00;85,00;86,40;85,00;5,39;1,30%
27.11.17;84,90;85,30;85,65;84,90;4,59;-0,35%
24.11.17;85,20;85,20;85,55;84,90;5,18;0,41%
23.11.17;84,85;84,00;84,90;84,00;3,95;0,71%
22.11.17;84,25;84,85;85,25;84,25;4,77;-0,82%
21.11.17;84,95;84,55;85,50;84,40;6,67;0,24%
20.11.17;84,75;84,05;84,95;83,90;4,99;0,41%
17.11.17;84,40;83,95;84,40;83,60;6,47;0,54%
16.11.17;83,95;83,65;84,05;83,60;4,38;0,36%
15.11.17;83,65;83,60;84,15;83,45;5,26;-0,36%
14.11.17;83,95;84,35;84,50;83,70;4,29;-0,53%
13.11.17;84,40;83,85;84,65;83,55;4,85;1,14%
10.11.17;83,45;83,75;83,80;83,15;4,30;-0,18%
09.11.17;83,60;84,10;84,55;83,55;5,35;-0,77%
08.11.17;84,25;83,70;84,25;83,15;4,90;0,90%
07.11.17;83,50;84,35;84,45;83,50;4,86;-0,95%
06.11.17;84,30;84,45;84,90;84,25;4,28;-0,53%
03.11.17;84,75;83,85;84,90;83,60;4,78;1,13%
02.11.17;83,80;83,45;83,95;83,25;4,35;-0,06%
01.11.17;83,85;83,95;84,15;83,60;4,85;-0,06%
31.10.17;83,90;83,00;84,00;82,80;5,53;1,33%
30.10.17;82,80;82,30;82,95;82,05;4,48;0,18%
27.10.17;82,65;83,05;84,10;82,15;6,08;-0,18%
26.10.17;82,80;81,80;83,00;81,65;6,00;1,53%
25.10.17;81,55;83,00;83,10;81,50;5,68;-1,63%
24.10.17;82,90;83,00;83,40;82,75;5,54;0,18%
23.10.17;82,75;83,45;83,55;82,75;5,07;-0,84%
20.10.17;83,45;84,40;84,45;83,25;6,21;-0,54%
19.10.17;83,90;83,90;84,55;83,85;5,77;-1,00%
18.10.17;84,75;83,75;84,95;83,50;5,06;1,01%
17.10.17;83,90;84,35;84,60;83,80;4,55;-0,30%
16.10.17;84,15;84,90;84,90;84,10;4,86;-0,82%
13.10.17;84,85;84,50;84,90;84,30;5,44;0,65%
12.10.17;84,30;83,50;84,45;83,45;5,26;0,84%
11.10.17;83,60;83,65;83,90;83,45;3,61;-0,12%
10.10.17;83,70;83,30;83,90;83,15;4,58;0,36%
09.10.17;83,40;82,85;83,50;82,85;3,62;0,60%
06.10.17;82,90;83,45;83,90;82,85;4,68;-0,24%
05.10.17;83,10;83,40;83,80;83,10;5,24;-0,36%
04.10.17;83,40;83,00;83,95;83,00;4,87;0,12%
03.10.17;83,30;82,35;83,35;82,25;5,21;1,15%
02.10.17;82,35;81,65;82,35;81,15;5,92;1,54%
29.09.17;81,10;80,80;81,25;80,70;5,33;0,06%
28.09.17;81,05;81,40;81,55;80,90;5,15;-0,61%
27.09.17;81,55;82,80;83,00;81,55;7,00;-1,21%
26.09.17;82,55;81,90;82,75;80,60;8,64;1,79%
25.09.17;81,10;80,35;81,45;80,30;4,43;0,68%
22.09.17;80,55;81,25;81,70;80,40;5,91;-0,19%
21.09.17;80,70;80,65;80,85;80,40;5,60;-0,25%
20.09.17;80,90;81,15;81,90;80,75;5,81;-0,61%
19.09.17;81,40;80,95;81,65;80,75;5,32;0,18%
18.09.17;81,25;81,25;81,65;80,95;4,76;0,37%
15.09.17;80,95;81,00;81,10;80,30;21,45;-0,25%
14.09.17;81,15;81,00;81,40;80,75;5,28;-0,06%
13.09.17;81,20;81,25;81,55;81,00;5,15;-0,25%
12.09.17;81,40;81,40;81,90;81,00;5,68;0,00%
11.09.17;81,40;80,80;81,70;80,70;5,20;0,93%
08.09.17;80,65;80,55;81,10;80,55;3,19;-0,25%
07.09.17;80,85;80,60;81,05;80,20;4,76;0,37%
06.09.17;80,55;80,45;80,85;80,15;4,29;-0,49%
05.09.17;80,95;80,20;81,20;80,10;4,18;0,87%
04.09.17;80,25;80,40;80,85;80,25;2,70;-1,11%
01.09.17;81,15;81,30;81,60;81,05;4,07;-0,25%
31.08.17;81,35;81,10;81,75;81,00;5,78;0,49%
30.08.17;80,95;81,00;81,20;80,60;4,11;0,43%
29.08.17;80,60;80,00;80,80;79,50;5,19;0,31%
28.08.17;80,35;80,50;80,95;80,35;3,16;-0,31%
25.08.17;80,60;81,20;81,45;80,55;4,73;-1,04%
24.08.17;81,45;81,80;82,15;81,30;4,65;-0,73%
23.08.17;82,05;82,00;82,10;81,65;3,90;0,12%
22.08.17;81,95;81,65;81,95;81,25;3,86;0,80%
21.08.17;81,30;80,60;81,70;80,60;3,79;0,56%
18.08.17;80,85;80,80;81,20;80,50;5,48;-0,49%
17.08.17;81,25;81,35;81,80;81,05;4,31;-0,73%
16.08.17;81,85;81,95;82,20;81,75;3,42;0,18%
15.08.17;81,70;82,60;82,75;81,45;4,95;-0,85%
14.08.17;82,40;81,15;82,40;81,10;3,98;1,92%
11.08.17;80,85;81,15;81,55;80,85;5,13;-0,98%
10.08.17;81,65;82,20;82,25;81,50;4,59;-0,67%
09.08.17;82,20;82,50;82,75;82,00;5,08;-1,26%
08.08.17;83,25;83,00;83,60;82,90;3,45;0,12%
07.08.17;83,15;83,40;83,55;82,80;3,33;-0,12%
04.08.17;83,25;82,65;83,25;82,50;5,22;0,79%
03.08.17;82,60;82,35;82,85;81,80;4,51;0,43%
02.08.17;82,25;81,90;82,45;81,70;5,00;0,67%
31.07.17;81,70;81,40;82,40;81,40;5,94;0,00%
28.07.17;81,70;81,35;81,95;80,85;5,63;0,18%
27.07.17;81,55;80,90;82,35;80,30;8,93;-0,97%
26.07.17;82,35;82,35;83,20;82,25;5,36;0,24%
25.07.17;82,15;81,80;82,75;81,80;5,00;0,37%
24.07.17;81,85;82,60;82,85;81,80;5,20;-0,91%
21.07.17;82,60;83,55;83,60;82,60;6,13;-0,96%
20.07.17;83,40;83,90;84,10;82,95;5,46;0,06%
19.07.17;83,35;83,05;83,70;82,95;3,93;0,42%
18.07.17;83,00;83,85;84,15;82,90;4,48;-0,72%
17.07.17;83,60;83,80;84,35;83,35;4,04;-0,48%
14.07.17;84,00;84,00;84,20;83,35;3,41;0,24%
13.07.17;83,80;83,90;84,25;83,55;3,62;0,12%
12.07.17;83,70;82,30;83,85;82,05;4,13;1,70%
11.07.17;82,30;82,50;82,75;82,10;3,84;-0,72%
10.07.17;82,90;82,25;83,40;81,85;4,13;1,28%
07.07.17;81,85;82,10;82,35;81,55;4,24;-0,49%
06.07.17;82,25;82,20;82,60;81,15;7,57;-0,18%
05.07.17;82,40;82,85;82,95;82,25;5,58;-0,78%
04.07.17;83,05;83,55;83,55;82,90;3,60;-0,78%
03.07.17;83,70;83,60;84,10;83,05;4,17;0,30%
30.06.17;83,45;83,65;84,55;83,40;5,09;-0,24%
29.06.17;83,65;85,85;85,85;83,65;6,40;-2,05%
28.06.17;85,40;85,65;85,90;85,15;12,06;1,30%
27.06.17;84,30;85,35;85,45;84,10;6,61;-1,58%
26.06.17;85,65;85,50;86,00;84,90;12,53;4,32%
23.06.17;82,10;82,15;82,30;81,40;5,67;-0,18%
22.06.17;82,25;82,60;82,80;81,75;7,95;-0,66%
21.06.17;82,80;84,10;84,10;82,70;7,30;-1,43%
20.06.17;84,00;83,80;84,30;83,50;7,77;0,66%
19.06.17;83,45;83,55;83,95;83,05;6,02;0,00%
16.06.17;83,45;81,25;83,45;81,25;20,17;3,02%
15.06.17;81,00;80,80;81,10;80,05;8,26;0,43%
14.06.17;80,65;80,60;81,40;80,55;7,20;-0,12%
13.06.17;80,75;80,75;81,00;80,45;7,06;0,25%
12.06.17;80,55;80,55;80,95;80,35;10,15;-0,49%
09.06.17;80,95;81,20;81,95;80,85;5,31;0,00%
08.06.17;80,95;82,65;82,85;80,95;5,80;-2,23%
07.06.17;82,80;83,00;83,50;82,70;4,94;-0,72%
06.06.17;83,40;82,50;83,65;82,50;5,78;0,54%
02.06.17;82,95;83,10;83,20;82,50;3,39;0,18%
01.06.17;82,80;82,55;83,20;82,35;4,53;0,18%
31.05.17;82,65;82,45;83,25;82,35;8,73;0,36%
30.05.17;82,35;82,30;82,55;81,85;4,14;-0,06%
29.05.17;82,40;82,55;82,65;82,30;2,07;-0,54%
26.05.17;82,85;81,70;83,05;81,55;4,99;0,85%
24.05.17;82,15;82,60;82,65;81,85;4,75;-0,60%
23.05.17;82,65;83,00;83,25;82,60;5,15;-0,90%
22.05.17;83,40;82,50;83,45;82,40;6,25;1,28%
19.05.17;82,35;81,55;82,35;81,35;8,07;1,60%
18.05.17;81,05;81,30;81,85;81,00;7,37;-0,80%
17.05.17;81,70;81,85;82,25;81,40;6,52;-0,73%
16.05.17;82,30;81,15;82,40;81,15;7,63;1,23%
15.05.17;81,30;81,50;81,75;81,25;4,60;-0,12%
12.05.17;81,40;80,65;81,40;80,65;8,75;0,80%
11.05.17;80,75;80,75;81,45;80,35;5,99;0,06%
10.05.17;80,70;80,65;80,90;80,45;4,84;-0,31%
09.05.17;80,95;80,20;80,95;80,15;6,14;0,62%
08.05.17;80,45;80,00;80,65;79,70;6,70;0,56%
05.05.17;80,00;78,70;80,00;78,70;9,48;0,95%
04.05.17;79,25;77,60;79,25;77,60;7,02;2,26%
03.05.17;77,50;77,10;77,50;76,90;3,56;0,39%
02.05.17;77,20;76,95;77,20;76,75;7,26;0,72%
28.04.17;76,65;77,50;77,50;76,65;4,65;-1,03%
27.04.17;77,45;77,30;77,55;77,05;4,90;-0,13%
26.04.17;77,55;76,95;77,55;76,80;5,44;0,45%
25.04.17;77,20;77,30;77,30;76,70;8,58;-0,13%
24.04.17;77,30;76,45;77,30;76,05;5,92;2,11%
21.04.17;75,70;75,50;75,70;75,10;5,68;0,13%
20.04.17;75,60;75,80;76,05;75,25;6,53;0,53%
19.04.17;75,20;76,00;76,10;75,10;4,70;-0,92%
18.04.17;75,90;76,45;76,60;75,90;6,65;-0,65%
13.04.17;76,40;76,40;76,65;76,20;5,91;-0,33%
12.04.17;76,65;75,95;76,65;75,85;6,55;1,12%
11.04.17;75,80;75,30;75,85;75,25;5,63;0,26%
10.04.17;75,60;75,20;75,60;74,70;9,24;-1,56%
07.04.17;76,80;76,45;76,95;76,15;5,92;0,26%
06.04.17;76,60;76,10;76,90;75,90;5,63;0,13%
05.04.17;76,50;76,50;76,90;76,50;5,63;-0,33%
04.04.17;76,75;76,50;76,95;76,40;4,80;0,00%
03.04.17;76,75;76,85;77,35;76,75;4,56;-0,13%
31.03.17;76,85;77,00;77,15;76,65;6,11;-0,58%
30.03.17;77,30;77,50;77,65;77,25;4,60;-0,39%
29.03.17;77,60;77,25;77,60;76,65;4,56;0,71%
28.03.17;77,05;77,25;77,55;76,80;5,45;-0,45%
27.03.17;77,40;76,90;77,55;76,60;4,30;0,26%
24.03.17;77,20;77,10;77,40;76,95;4,40;-0,26%
23.03.17;77,40;76,90;77,40;76,35;6,04;0,58%
22.03.17;76,95;76,95;77,30;76,70;6,09;-0,19%
21.03.17;77,10;77,40;77,45;77,05;5,72;-0,45%
20.03.17;77,45;77,05;77,45;76,90;5,75;0,32%
17.03.17;77,20;77,10;77,20;76,40;20,43;0,39%
16.03.17;76,90;76,80;77,10;76,55;8,67;0,39%
15.03.17;76,60;76,15;76,60;75,95;6,85;0,72%
14.03.17;76,05;75,80;76,30;75,80;4,00;0,20%
13.03.17;75,90;75,50;76,10;75,30;5,48;0,60%
10.03.17;75,45;75,40;75,50;74,90;4,93;0,27%
09.03.17;75,25;74,75;75,25;74,45;5,36;0,33%
08.03.17;75,00;75,25;75,55;74,85;5,42;-0,60%
07.03.17;75,45;75,20;75,90;75,15;8,45;0,33%
06.03.17;75,20;74,30;75,20;74,25;4,77;0,74%
03.03.17;74,65;74,60;74,75;74,30;4,60;0,07%
02.03.17;74,60;74,60;74,70;74,20;5,17;-0,13%
01.03.17;74,70;74,20;74,70;74,05;5,71;0,61%
28.02.17;74,25;74,35;74,50;73,80;5,75;-0,07%
27.02.17;74,30;74,65;74,95;74,20;4,37;-0,27%
24.02.17;74,50;74,50;74,75;74,05;5,49;-0,40%
23.02.17;74,80;74,05;74,90;73,90;4,94;0,67%
22.02.17;74,30;73,25;74,55;73,20;9,30;1,23%
21.02.17;73,40;73,05;73,75;73,00;4,04;0,20%
20.02.17;73,25;73,70;73,80;72,95;4,52;-0,81%
17.02.17;73,85;72,10;73,90;72,00;15,43;1,93%
16.02.17;72,45;71,70;72,70;71,45;15,58;-0,96%
15.02.17;73,15;73,05;73,35;72,60;5,56;0,21%
14.02.17;73,00;73,50;73,75;72,90;3,98;-0,88%
13.02.17;73,65;73,50;73,90;73,35;3,30;-0,20%
10.02.17;73,80;74,00;74,05;73,30;4,64;-0,20%
09.02.17;73,95;74,05;74,40;73,65;5,98;-0,20%
08.02.17;74,10;73,05;74,45;72,75;7,26;1,72%
07.02.17;72,85;72,65;73,20;72,65;7,73;0,28%
06.02.17;72,65;72,90;73,15;72,55;3,96;-0,27%
03.02.17;72,85;72,40;73,10;72,30;4,16;1,18%
02.02.17;72,00;72,10;72,75;71,65;6,18;-0,21%
01.02.17;72,15;72,65;73,25;72,15;5,89;-0,21%
31.01.17;72,30;72,45;72,70;71,95;7,17;-0,14%
30.01.17;72,40;72,90;73,05;72,00;5,59;-1,03%
27.01.17;73,15;72,80;73,30;72,80;4,57;0,48%
26.01.17;72,80;73,25;73,80;72,80;7,89;-1,36%
25.01.17;73,80;73,45;73,80;73,20;6,74;0,61%
24.01.17;73,35;73,20;73,40;72,85;4,57;0,34%
23.01.17;73,10;73,10;73,30;72,85;5,84;-0,34%
20.01.17;73,35;73,35;73,35;73,00;11,25;0,20%
19.01.17;73,20;73,80;73,90;73,10;7,76;-0,75%
18.01.17;73,75;73,60;73,95;73,50;3,52;0,55%
17.01.17;73,35;73,95;74,05;73,05;4,98;-0,95%
16.01.17;74,05;74,40;74,50;74,05;3,77;-0,60%
13.01.17;74,50;74,65;74,65;74,05;4,17;0,07%
12.01.17;74,45;74,10;74,60;73,95;5,95;0,20%
11.01.17;74,30;74,80;74,85;74,30;6,37;0,00%
10.01.17;74,30;74,60;74,80;73,75;5,66;-0,54%
09.01.17;74,70;74,70;74,90;74,45;5,22;0,13%
06.01.17;74,60;74,00;74,60;73,70;5,68;0,67%
05.01.17;74,10;73,05;74,10;73,00;6,41;1,09%
04.01.17;73,30;72,95;73,30;72,55;5,93;0,83%
03.01.17;72,70;73,60;73,60;72,20;6,68;-0,48%
30.12.16;73,05;73,60;73,60;72,95;3,71;-0,27%
29.12.16;73,25;72,70;73,40;72,70;3,09;0,27%
28.12.16;73,05;73,20;73,25;72,85;2,79;-0,27%
27.12.16;73,25;72,90;73,30;72,90;2,21;0,21%
23.12.16;73,10;72,85;73,20;72,70;2,97;-0,07%
22.12.16;73,15;72,70;73,20;72,50;3,87;0,27%
21.12.16;72,95;72,90;73,10;72,65;4,96;0,14%
20.12.16;72,85;73,00;73,20;72,35;5,60;-0,14%
19.12.16;72,95;72,10;72,95;72,05;5,79;1,04%
16.12.16;72,20;72,55;72,70;71,80;12,60;-0,35%
15.12.16;72,45;71,85;72,45;71,45;9,51;0,14%
14.12.16;72,35;72,35;72,40;71,70;8,65;0,28%
13.12.16;72,15;70,80;72,20;70,70;7,75;1,91%
12.12.16;70,80;70,85;70,95;70,45;7,38;-0,28%
09.12.16;71,00;68,90;71,15;68,75;9,24;3,35%
08.12.16;68,70;68,05;68,75;68,00;6,29;0,81%
07.12.16;68,15;68,60;68,65;67,85;7,26;-0,37%
06.12.16;68,40;68,00;68,85;67,75;5,05;0,59%
05.12.16;68,00;67,90;68,95;67,90;7,25;0,00%
02.12.16;68,00;67,10;68,05;67,00;6,00;1,04%
01.12.16;67,30;68,25;68,25;67,10;9,09;-1,61%
30.11.16;68,40;68,25;69,00;68,00;12,41;0,15%
29.11.16;68,30;68,40;68,45;68,10;5,89;-0,36%
28.11.16;68,55;69,20;69,20;68,40;5,34;-0,65%
25.11.16;69,00;67,80;69,30;67,80;8,84;1,85%
24.11.16;67,75;67,75;67,95;67,15;4,80;0,44%
23.11.16;67,45;67,40;68,05;67,40;6,42;0,07%
22.11.16;67,40;68,50;68,60;67,40;7,77;-1,10%
21.11.16;68,15;68,45;68,45;68,10;6,07;-0,44%
18.11.16;68,45;69,20;69,20;68,45;6,75;-0,80%
17.11.16;69,00;69,35;69,50;68,80;6,65;-0,07%
16.11.16;69,05;68,95;69,10;68,25;7,11;0,58%
15.11.16;68,65;68,10;68,70;68,05;7,97;1,10%
14.11.16;67,90;69,10;69,10;67,65;9,38;-1,02%
11.11.16;68,60;69,30;69,40;68,55;9,40;-0,44%
10.11.16;68,90;70,35;70,45;68,50;18,80;-2,20%
09.11.16;70,45;70,05;71,25;70,00;12,27;-1,05%
08.11.16;71,20;70,95;71,55;70,80;4,59;0,07%
07.11.16;71,15;71,15;71,40;70,75;6,89;0,92%
04.11.16;70,50;70,65;70,90;70,50;7,60;-0,35%
03.11.16;70,75;71,35;71,65;70,70;7,93;-0,98%
02.11.16;71,45;71,70;72,25;71,35;8,41;-0,14%
01.11.16;71,55;72,10;72,50;71,55;6,30;-0,28%
31.10.16;71,75;72,60;72,60;71,75;6,21;-1,44%
28.10.16;72,80;72,70;73,15;72,10;4,76;-0,55%
27.10.16;73,20;72,35;73,20;72,10;6,14;1,31%
26.10.16;72,25;72,15;72,35;72,00;5,75;0,21%
25.10.16;72,10;72,50;72,55;72,10;6,69;-0,41%
24.10.16;72,40;73,20;73,40;72,40;7,48;-1,03%
21.10.16;73,15;74,05;74,30;72,90;7,73;-1,22%
20.10.16;74,05;73,30;74,45;73,15;8,76;-0,80%
19.10.16;74,65;74,70;74,95;74,35;5,33;-0,33%
18.10.16;74,90;74,65;75,05;74,55;4,78;0,54%
17.10.16;74,50;74,90;75,05;74,20;4,52;-1,06%
14.10.16;75,30;74,30;75,65;74,30;4,93;1,21%
13.10.16;74,40;74,75;74,85;74,15;6,11;-0,53%
12.10.16;74,80;75,10;75,40;74,80;4,78;-0,73%
11.10.16;75,35;75,35;75,85;75,30;4,17;-0,46%
10.10.16;75,70;75,15;76,00;74,90;5,31;0,60%
07.10.16;75,25;76,30;76,30;75,05;6,13;-1,18%
06.10.16;76,15;76,20;76,35;75,90;4,22;0,00%
05.10.16;76,15;76,65;77,05;76,15;6,01;-1,30%
04.10.16;77,15;77,00;77,35;76,60;5,43;0,46%
03.10.16;76,80;76,50;77,00;76,40;3,43;0,33%
30.09.16;76,55;76,55;76,75;76,15;6,28;-0,71%
29.09.16;77,10;77,50;77,60;76,95;4,05;0,06%
28.09.16;77,05;77,15;77,65;77,00;4,69;0,13%
27.09.16;76,95;76,45;77,15;76,40;6,35;1,12%
26.09.16;76,10;76,65;76,75;76,05;4,94;-0,91%
23.09.16;76,80;77,60;77,70;76,55;8,88;-1,66%
22.09.16;78,10;77,35;78,30;77,25;4,33;0,90%
21.09.16;77,40;78,00;78,00;77,20;4,14;-0,32%
20.09.16;77,65;77,20;78,00;77,00;5,10;0,71%
19.09.16;77,10;77,00;77,25;76,95;4,39;0,46%
16.09.16;76,75;77,50;77,50;76,75;13,77;-0,90%
15.09.16;77,45;77,45;77,70;77,10;4,62;-0,06%
14.09.16;77,50;78,00;78,00;77,45;6,45;0,39%
13.09.16;77,20;77,80;78,00;77,20;4,96;-0,71%
12.09.16;77,75;77,35;77,90;77,30;5,00;-0,70%
09.09.16;78,30;79,15;79,15;78,00;5,75;-0,32%
08.09.16;78,55;79,30;79,30;78,45;5,47;-0,82%
07.09.16;79,20;79,05;79,30;78,75;5,09;0,00%
06.09.16;79,20;79,45;79,45;78,90;3,63;0,13%
05.09.16;79,10;78,95;79,35;78,85;3,13;0,06%
02.09.16;79,05;77,90;79,05;77,80;6,08;1,67%
01.09.16;77,75;78,40;78,45;77,55;4,26;-0,70%
31.08.16;78,30;78,15;78,40;78,00;4,24;-0,06%
30.08.16;78,35;78,05;78,50;78,05;3,42;0,45%
29.08.16;78,00;77,55;78,00;77,50;2,54;0,19%
26.08.16;77,85;77,50;77,95;77,40;3,88;0,32%
25.08.16;77,60;77,50;77,85;77,40;3,84;-0,26%
24.08.16;77,80;77,80;78,10;77,60;3,93;-0,19%
23.08.16;77,95;78,35;78,40;77,95;3,55;-0,19%
22.08.16;78,10;78,75;78,85;77,85;5,03;-1,01%
19.08.16;78,90;79,60;79,70;78,50;7,02;-0,75%
18.08.16;79,50;77,65;79,85;77,65;11,21;1,47%
17.08.16;78,35;79,10;79,30;78,20;5,27;-0,76%
16.08.16;78,95;79,60;79,75;78,95;8,33;-1,13%
15.08.16;79,85;79,80;80,05;79,65;4,18;0,06%
12.08.16;79,80;79,40;79,90;79,35;3,65;0,38%
11.08.16;79,50;78,10;79,65;78,10;8,51;2,38%
10.08.16;77,65;77,75;78,15;77,65;4,03;-0,38%
09.08.16;77,95;77,40;78,10;77,40;3,20;0,58%
08.08.16;77,50;77,95;78,10;77,35;3,66;-0,77%
05.08.16;78,10;77,60;78,15;77,55;3,78;0,71%
04.08.16;77,55;76,80;77,55;76,55;5,81;1,11%
03.08.16;76,70;77,30;77,35;76,55;3,55;-0,45%
02.08.16;77,05;77,20;77,70;77,05;5,06;-0,84%
29.07.16;77,70;77,20;77,90;77,15;5,76;0,65%
28.07.16;77,20;77,80;78,00;77,20;6,16;-1,03%
27.07.16;78,00;78,60;78,75;78,00;4,78;-0,64%
26.07.16;78,50;78,20;78,80;78,15;4,85;0,45%
25.07.16;78,15;78,10;78,50;78,10;3,86;0,00%
22.07.16;78,15;77,85;78,15;77,60;3,88;0,32%
21.07.16;77,90;78,00;78,15;77,60;4,17;-0,26%
20.07.16;78,10;77,85;78,15;77,70;3,68;0,45%
19.07.16;77,75;77,90;78,05;77,60;4,51;-0,45%
18.07.16;78,10;77,90;78,30;77,85;3,60;0,32%
15.07.16;77,85;77,75;77,95;77,60;6,35;-0,26%
14.07.16;78,05;77,90;78,25;77,80;5,53;0,26%
13.07.16;77,85;77,70;77,90;77,45;6,99;-0,19%
12.07.16;78,00;77,85;78,00;77,65;8,65;0,00%
11.07.16;78,00;77,35;78,00;77,15;6,28;0,91%
08.07.16;77,30;76,85;77,30;76,40;6,64;0,91%
07.07.16;76,60;75,95;76,65;75,85;7,60;1,12%
06.07.16;75,75;75,20;75,95;74,95;8,75;0,20%
05.07.16;75,60;75,70;75,95;75,20;6,35;-0,66%
