Date;Dernier;Ouv.; Plus Haut;Plus Bas;Vol. ();Variation %
25.09.14;69,45;70,15;70,20;69,10;5,38;-0,79%
24.09.14;70,00;69,85;70,10;69,75;4,98;0,36%
23.09.14;69,75;70,30;70,45;69,50;4,63;-0,99%
22.09.14;70,45;70,15;70,45;69,95;3,99;0,07%
19.09.14;70,40;70,60;70,60;70,10;10,15;0,07%
18.09.14;70,35;70,45;70,45;69,85;5,40;-0,14%
17.09.14;70,45;71,05;71,20;70,30;6,25;-0,70%
16.09.14;70,95;70,55;71,10;70,45;5,06;0,42%
15.09.14;70,65;70,75;70,90;70,60;3,43;-0,42%
12.09.14;70,95;71,35;71,40;70,75;3,10;-0,56%
11.09.14;71,35;71,50;71,55;71,05;3,81;-0,07%
10.09.14;71,40;71,35;71,50;71,15;3,65;-0,07%
09.09.14;71,45;71,50;71,70;71,35;3,44;-0,28%
08.09.14;71,65;71,50;71,65;71,30;3,16;0,35%
05.09.14;71,40;71,60;71,70;71,20;3,85;-0,42%
04.09.14;71,70;71,60;71,90;71,50;4,47;0,00%
03.09.14;71,70;71,70;72,25;71,65;6,80;0,21%
02.09.14;71,55;71,40;71,75;71,30;4,36;0,28%
01.09.14;71,35;71,30;71,50;71,15;3,70;0,14%
29.08.14;71,25;70,85;71,25;70,75;5,57;0,99%
28.08.14;70,55;70,90;70,90;70,55;3,76;-0,49%
27.08.14;70,90;70,70;70,90;70,50;3,71;0,14%
26.08.14;70,80;70,45;70,85;70,30;4,07;0,64%
25.08.14;70,35;70,35;70,50;70,15;3,00;0,57%
22.08.14;69,95;70,35;70,50;69,80;4,49;-0,50%
21.08.14;70,30;70,00;70,50;69,95;4,96;0,50%
20.08.14;69,95;69,95;70,00;69,85;2,88;0,00%
19.08.14;69,95;69,85;70,00;69,65;3,26;0,36%
18.08.14;69,70;69,60;69,95;69,55;3,57;0,50%
15.08.14;69,35;69,75;69,95;69,30;5,84;-0,14%
14.08.14;69,45;68,95;69,65;68,90;4,07;0,43%
13.08.14;69,15;68,90;69,15;68,70;3,52;0,51%
12.08.14;68,80;68,85;68,95;68,55;3,84;0,07%
11.08.14;68,75;69,20;69,20;68,60;4,13;-0,15%
08.08.14;68,85;69,10;69,35;68,35;8,12;-0,79%
07.08.14;69,40;68,50;69,75;68,45;14,34;3,43%
06.08.14;67,10;66,90;67,30;66,35;5,56;0,15%
05.08.14;67,00;66,70;67,40;66,60;5,68;0,68%
04.08.14;66,55;67,05;67,35;66,30;7,28;-1,48%
31.07.14;67,55;68,20;68,30;67,45;6,05;-1,10%
30.07.14;68,30;68,75;68,80;68,05;4,69;-0,80%
29.07.14;68,85;69,00;69,00;68,55;4,19;-0,22%
28.07.14;69,00;69,30;69,45;68,75;3,77;-0,36%
25.07.14;69,25;69,75;69,80;69,05;3,96;-0,86%
24.07.14;69,85;69,75;69,90;69,30;4,18;0,00%
23.07.14;69,85;69,50;69,95;69,35;3,40;0,58%
22.07.14;69,45;68,85;69,60;68,85;3,30;0,80%
21.07.14;68,90;68,85;69,00;68,70;2,61;-0,14%
18.07.14;69,00;69,05;69,20;68,85;4,19;-0,22%
17.07.14;69,15;69,00;69,65;68,90;4,42;0,14%
16.07.14;69,05;68,65;69,20;68,65;3,50;0,51%
15.07.14;68,70;68,95;69,45;68,55;4,65;-0,43%
14.07.14;69,00;68,80;69,25;68,60;3,02;0,80%
11.07.14;68,45;68,50;68,80;68,15;4,21;0,00%
10.07.14;68,45;68,70;69,10;68,30;4,34;-0,51%
09.07.14;68,80;69,00;69,10;68,50;3,44;0,00%
08.07.14;68,80;68,85;69,05;68,60;3,12;-0,29%
07.07.14;69,00;69,45;69,55;68,90;4,12;-0,86%
04.07.14;69,60;69,90;69,90;69,55;2,26;-0,36%
03.07.14;69,85;69,40;69,85;69,20;3,84;0,94%
02.07.14;69,20;69,40;69,70;69,15;3,39;-0,29%
01.07.14;69,40;68,85;69,65;68,75;4,33;1,02%
30.06.14;68,70;68,85;69,00;68,55;4,24;-0,07%
27.06.14;68,75;68,85;69,00;68,55;3,53;0,07%
26.06.14;68,70;68,95;69,15;68,55;5,08;-0,43%
25.06.14;69,00;69,85;70,00;68,90;4,88;-1,50%
24.06.14;70,05;69,85;70,20;69,60;5,59;0,50%
23.06.14;69,70;69,80;70,05;69,45;3,45;0,00%
20.06.14;69,70;69,65;70,00;69,40;10,94;0,43%
19.06.14;69,40;69,40;69,60;69,35;3,37;0,22%
18.06.14;69,25;69,50;69,60;69,10;5,58;-0,07%
17.06.14;69,30;69,40;69,60;69,20;7,25;-0,14%
16.06.14;69,40;69,20;69,45;68,95;5,64;-0,07%
13.06.14;69,45;69,25;69,60;68,85;3,91;0,22%
12.06.14;69,30;69,75;69,95;69,30;3,49;-0,50%
11.06.14;69,65;69,50;70,00;69,40;7,09;0,14%
10.06.14;69,55;68,60;69,85;68,60;5,54;0,87%
06.06.14;68,95;69,45;69,50;68,55;6,09;-0,79%
05.06.14;69,50;69,95;70,35;69,50;5,75;-1,00%
04.06.14;70,20;70,30;70,45;69,85;4,12;-0,21%
03.06.14;70,35;70,25;70,50;70,00;3,41;0,21%
02.06.14;70,20;70,50;70,60;70,05;3,62;-0,07%
30.05.14;70,25;70,00;70,25;69,90;5,83;0,43%
28.05.14;69,95;69,85;70,20;69,45;6,36;0,58%
27.05.14;69,55;69,80;69,90;69,35;5,10;-0,43%
26.05.14;69,85;70,05;70,10;69,75;2,54;-0,21%
23.05.14;70,00;70,30;70,35;69,75;3,99;-0,43%
22.05.14;70,30;70,65;70,85;70,00;6,75;-0,28%
21.05.14;70,50;70,45;70,75;70,30;4,06;-0,07%
20.05.14;70,55;70,95;71,20;70,40;5,72;-0,35%
19.05.14;70,80;71,35;71,55;70,80;5,96;-0,98%
16.05.14;71,50;71,05;72,05;70,80;10,84;0,56%
15.05.14;71,10;70,00;71,15;69,95;10,37;1,35%
14.05.14;70,15;69,75;70,15;69,55;4,81;0,72%
13.05.14;69,65;69,90;69,90;69,10;5,42;-0,21%
12.05.14;69,80;69,35;69,80;68,85;6,15;1,01%
09.05.14;69,10;68,30;69,10;68,30;4,36;0,80%
08.05.14;68,55;69,00;69,25;68,30;8,05;-0,44%
07.05.14;68,85;67,85;68,85;67,75;6,14;1,62%
06.05.14;67,75;68,00;68,05;67,50;2,91;0,00%
05.05.14;67,75;67,75;67,75;67,05;2,24;0,07%
02.05.14;67,70;67,85;68,00;67,50;4,09;-0,37%
30.04.14;67,95;67,50;67,95;67,45;5,53;0,74%
29.04.14;67,45;67,30;67,65;67,10;4,85;0,60%
28.04.14;67,05;67,00;67,30;66,90;5,09;0,30%
25.04.14;66,85;66,90;67,20;66,80;3,73;-0,52%
24.04.14;67,20;67,30;67,40;66,65;4,33;0,15%
23.04.14;67,10;67,05;67,25;66,95;2,82;-0,15%
22.04.14;67,20;67,15;67,40;67,05;5,57;-0,07%
17.04.14;67,25;66,70;67,25;66,25;6,27;0,82%
16.04.14;66,70;67,00;67,05;66,40;5,51;-0,22%
15.04.14;66,85;67,05;67,45;66,60;7,76;-0,15%
14.04.14;66,95;65,95;67,20;65,75;13,07;-1,03%
11.04.14;67,65;68,05;68,10;67,20;10,52;-0,81%
10.04.14;68,20;68,20;68,45;67,80;7,01;-0,29%
09.04.14;68,40;68,75;68,75;68,00;87,28;0,00%
08.04.14;68,40;67,45;68,65;67,45;9,04;1,79%
07.04.14;67,20;66,70;67,35;66,70;5,08;-0,37%
04.04.14;67,45;67,85;67,95;67,30;4,86;-0,07%
03.04.14;67,50;67,45;67,90;67,40;5,18;0,22%
02.04.14;67,35;67,25;67,75;67,10;9,08;1,51%
01.04.14;66,35;66,35;66,65;65,95;4,22;-0,30%
31.03.14;66,55;66,60;67,05;66,50;5,12;0,30%
28.03.14;66,35;66,10;66,55;65,95;4,74;-0,08%
27.03.14;66,40;66,10;66,75;65,95;5,19;0,30%
26.03.14;66,20;65,85;66,70;65,80;5,73;0,53%
25.03.14;65,85;64,95;65,95;64,95;4,99;1,62%
24.03.14;64,80;65,05;65,05;64,50;5,02;-0,08%
21.03.14;64,85;64,60;65,20;64,60;17,51;0,46%
20.03.14;64,55;64,65;64,75;64,10;5,15;-0,39%
19.03.14;64,80;65,00;65,20;64,80;5,29;0,00%
18.03.14;64,80;64,30;65,10;64,15;5,98;0,86%
17.03.14;64,25;64,15;64,65;64,05;4,55;-0,08%
14.03.14;64,30;64,45;64,95;63,85;8,50;-0,77%
13.03.14;64,80;65,60;65,70;64,80;4,70;-1,22%
12.03.14;65,60;65,60;65,80;65,15;5,65;-0,68%
11.03.14;66,05;66,40;66,40;65,95;4,98;-0,45%
10.03.14;66,35;66,30;66,55;66,10;3,84;-0,08%
07.03.14;66,40;66,95;67,15;66,40;5,10;-0,75%
06.03.14;66,90;67,20;67,30;66,85;3,80;0,07%
05.03.14;66,85;66,60;66,95;66,55;4,05;0,15%
04.03.14;66,75;66,35;66,80;66,15;4,63;1,44%
03.03.14;65,80;66,05;66,15;65,55;6,19;-1,20%
28.02.14;66,60;66,60;66,65;66,15;5,74;0,15%
27.02.14;66,50;67,00;67,00;66,30;4,33;-0,45%
26.02.14;66,80;66,80;66,85;66,30;5,18;0,30%
25.02.14;66,60;66,25;66,60;66,05;3,88;0,30%
24.02.14;66,40;65,95;66,40;65,80;4,49;0,61%
21.02.14;66,00;65,60;66,15;65,50;12,40;0,61%
20.02.14;65,60;65,45;65,95;65,40;4,99;-0,23%
19.02.14;65,75;65,45;65,75;65,30;4,91;0,00%
18.02.14;65,75;65,95;66,15;65,45;7,73;-0,38%
17.02.14;66,00;65,90;66,35;65,80;4,11;0,08%
14.02.14;65,95;65,95;66,10;65,50;6,14;-0,23%
13.02.14;66,10;65,70;66,50;65,60;9,77;-1,49%
12.02.14;67,10;67,10;67,55;66,90;5,92;0,15%
11.02.14;67,00;67,55;67,65;66,40;9,05;-0,81%
10.02.14;67,55;68,60;68,90;67,25;6,96;-0,07%
07.02.14;67,60;66,60;67,60;66,35;7,15;1,65%
06.02.14;66,50;65,25;66,60;65,10;6,43;2,39%
05.02.14;64,95;64,90;65,30;64,55;6,33;0,31%
04.02.14;64,75;65,25;65,55;64,60;9,86;-1,37%
03.02.14;65,65;65,95;66,35;65,55;7,90;-0,23%
31.01.14;65,80;65,55;66,05;64,85;7,04;-0,23%
30.01.14;65,95;65,90;66,15;65,45;5,21;-0,15%
29.01.14;66,05;66,65;67,00;65,65;12,22;-0,60%
28.01.14;66,45;66,25;66,95;66,10;8,03;0,08%
27.01.14;66,40;66,75;67,00;66,15;8,38;-0,67%
24.01.14;66,85;68,35;68,55;66,75;7,67;-2,12%
23.01.14;68,30;68,70;69,35;68,25;6,18;-0,73%
22.01.14;68,80;68,60;68,95;68,30;5,04;0,22%
21.01.14;68,65;68,50;69,25;68,25;8,80;0,44%
20.01.14;68,35;67,55;68,40;67,50;4,09;1,03%
17.01.14;67,65;67,75;68,00;67,40;8,92;0,30%
16.01.14;67,45;67,00;67,75;66,80;6,74;1,20%
15.01.14;66,65;66,45;66,75;66,10;6,20;0,53%
14.01.14;66,30;66,15;66,45;65,80;5,30;-0,08%
13.01.14;66,35;66,00;66,45;65,60;5,85;0,99%
10.01.14;65,70;66,00;66,15;65,50;4,91;0,15%
09.01.14;65,60;66,45;66,45;65,45;5,02;-1,28%
08.01.14;66,45;66,45;66,50;65,80;7,00;0,00%
07.01.14;66,45;66,15;67,00;66,10;6,25;0,68%
06.01.14;66,00;65,90;66,05;65,60;5,69;-0,23%
03.01.14;66,15;65,00;66,20;64,95;5,84;1,30%
30.12.13;65,30;65,25;65,45;64,95;3,73;-0,08%
27.12.13;65,35;64,70;65,40;64,70;4,40;0,93%
23.12.13;64,75;64,90;64,90;64,40;3,08;0,08%
20.12.13;64,70;64,35;64,80;64,15;15,82;1,17%
19.12.13;63,95;63,95;63,95;63,45;9,33;1,03%
18.12.13;63,30;63,80;64,00;63,30;9,61;-0,31%
17.12.13;63,50;63,20;63,75;63,15;5,95;0,47%
16.12.13;63,20;63,05;63,50;62,95;6,61;0,16%
13.12.13;63,10;63,90;63,90;63,10;6,12;-1,10%
12.12.13;63,80;64,70;64,90;63,80;6,81;-1,47%
11.12.13;64,75;64,75;65,35;64,70;4,03;-0,15%
10.12.13;64,85;65,40;65,40;64,80;8,02;-0,92%
09.12.13;65,45;65,30;65,60;65,20;4,83;0,38%
06.12.13;65,20;64,90;65,60;64,80;5,55;1,09%
05.12.13;64,50;64,40;64,80;64,25;4,34;0,00%
04.12.13;64,50;64,95;65,15;64,45;4,87;-0,69%
03.12.13;64,95;65,60;65,70;64,80;5,21;-0,99%
02.12.13;65,60;66,10;66,30;65,55;4,71;-0,91%
29.11.13;66,20;66,00;66,30;65,90;3,73;0,00%
28.11.13;66,20;66,15;66,30;65,95;7,03;0,08%
27.11.13;66,15;66,35;66,45;65,95;3,50;-0,15%
26.11.13;66,25;67,00;67,15;66,25;4,33;-1,56%
25.11.13;67,30;66,85;67,45;66,70;3,62;0,75%
22.11.13;66,80;67,20;67,60;66,55;3,70;-0,30%
21.11.13;67,00;67,30;67,40;66,80;3,33;-0,15%
20.11.13;67,10;67,45;67,80;67,00;4,41;-0,52%
19.11.13;67,45;67,30;67,75;66,95;4,11;0,22%
18.11.13;67,30;67,00;67,80;66,75;4,73;0,60%
15.11.13;66,90;67,05;67,35;66,60;4,12;0,07%
14.11.13;66,85;66,75;67,05;66,65;4,86;0,75%
13.11.13;66,35;66,35;66,60;66,00;4,47;0,23%
12.11.13;66,20;65,85;66,55;65,70;4,13;0,30%
11.11.13;66,00;66,45;66,45;65,85;3,16;-0,30%
08.11.13;66,20;65,80;66,25;65,75;3,48;0,00%
07.11.13;66,20;65,95;66,70;65,90;4,22;0,53%
06.11.13;65,85;65,30;66,10;65,25;3,66;0,92%
05.11.13;65,25;65,55;65,70;64,90;4,13;-0,46%
04.11.13;65,55;65,65;65,95;65,55;3,06;0,15%
01.11.13;65,45;65,55;65,60;64,85;3,65;-0,08%
31.10.13;65,50;65,45;65,70;65,20;4,38;0,00%
30.10.13;65,50;66,00;66,10;65,25;3,60;-0,61%
29.10.13;65,90;65,80;66,05;65,75;4,08;0,38%
28.10.13;65,65;65,60;65,80;65,25;3,50;0,15%
25.10.13;65,55;65,45;65,80;65,25;5,35;0,08%
24.10.13;65,50;65,50;65,65;65,10;4,66;0,46%
23.10.13;65,20;65,35;65,50;64,95;3,57;-0,31%
22.10.13;65,40;65,00;65,60;64,55;5,64;0,77%
21.10.13;64,90;64,90;64,95;64,35;4,08;0,15%
18.10.13;64,80;64,40;64,85;64,25;7,53;1,41%
17.10.13;63,90;62,95;64,15;62,80;8,82;3,06%
16.10.13;62,00;62,00;62,25;61,65;5,34;-0,24%
15.10.13;62,15;62,00;62,65;61,90;5,39;0,81%
14.10.13;61,65;61,65;62,15;61,65;3,91;-0,40%
11.10.13;61,90;61,75;61,90;61,20;4,83;0,73%
10.10.13;61,45;61,10;61,60;60,90;4,37;0,82%
09.10.13;60,95;61,05;61,20;60,60;5,41;-0,57%
08.10.13;61,30;61,75;61,80;61,25;4,07;-0,81%
07.10.13;61,80;62,10;62,20;61,35;4,44;-0,56%
04.10.13;62,15;62,30;62,40;61,95;3,71;-0,16%
03.10.13;62,25;62,40;62,45;62,00;3,56;0,00%
02.10.13;62,25;63,00;63,00;61,80;6,16;-1,35%
01.10.13;63,10;62,50;63,10;62,30;5,04;-0,24%
30.09.13;63,25;63,05;63,40;63,00;4,38;0,00%
27.09.13;63,25;63,50;63,70;63,05;4,38;-0,24%
26.09.13;63,40;63,10;63,55;63,05;3,16;0,40%
25.09.13;63,15;63,35;63,40;63,05;3,34;-0,32%
24.09.13;63,35;63,45;63,60;63,15;3,91;-0,16%
23.09.13;63,45;63,95;64,00;63,40;5,35;-0,55%
20.09.13;63,80;63,90;63,90;63,40;10,52;0,47%
19.09.13;63,50;63,25;63,95;63,10;8,83;1,20%
18.09.13;62,75;62,35;62,75;62,30;4,78;0,97%
17.09.13;62,15;62,15;62,50;62,05;4,81;-0,24%
16.09.13;62,30;62,80;62,85;62,30;5,13;0,08%
13.09.13;62,25;61,65;62,25;61,55;6,21;0,81%
12.09.13;61,75;61,95;61,95;61,55;3,60;0,24%
11.09.13;61,60;61,65;61,85;61,50;3,63;0,00%
10.09.13;61,60;61,30;61,65;61,15;5,68;1,15%
09.09.13;60,90;61,45;61,50;60,65;3,81;-0,65%
06.09.13;61,30;61,20;61,45;60,90;4,62;0,33%
05.09.13;61,10;61,15;61,25;60,75;3,93;0,33%
04.09.13;60,90;61,25;61,35;60,60;3,75;-0,08%
03.09.13;60,95;61,55;61,55;60,95;3,34;-0,73%
02.09.13;61,40;61,50;61,55;61,20;3,03;0,57%
30.08.13;61,05;60,85;61,10;60,70;5,54;0,74%
29.08.13;60,60;61,05;61,30;60,50;5,98;-0,74%
28.08.13;61,05;61,45;62,00;61,05;5,68;-1,21%
27.08.13;61,80;62,45;62,65;61,80;5,83;-1,20%
26.08.13;62,55;62,05;62,65;62,05;2,52;0,81%
23.08.13;62,05;61,95;62,20;61,75;4,81;0,08%
22.08.13;62,00;61,45;62,20;61,35;4,78;0,90%
21.08.13;61,45;61,90;62,05;61,45;4,19;-0,57%
20.08.13;61,80;61,85;62,10;61,65;4,08;-0,08%
19.08.13;61,85;62,10;62,15;61,80;3,91;-0,40%
16.08.13;62,10;62,70;62,70;62,05;6,64;-0,56%
15.08.13;62,45;62,80;62,80;62,25;3,67;-0,40%
14.08.13;62,70;62,65;63,05;62,55;4,62;0,08%
13.08.13;62,65;62,55;62,75;62,40;4,15;0,40%
12.08.13;62,40;62,35;62,60;62,20;4,07;-0,08%
09.08.13;62,45;63,40;63,50;62,05;7,25;-1,34%
08.08.13;63,30;63,70;63,90;62,85;10,39;-2,16%
07.08.13;64,70;64,90;65,25;64,40;4,31;-0,54%
06.08.13;65,05;64,65;65,70;64,60;8,58;0,62%
05.08.13;64,65;64,50;64,80;64,30;4,13;0,23%
02.08.13;64,50;63,55;64,50;63,20;7,70;2,87%
31.07.13;62,70;62,15;62,95;62,00;5,69;1,13%
30.07.13;62,00;62,00;62,25;61,85;3,23;-0,08%
29.07.13;62,05;61,65;62,35;61,60;3,33;0,32%
26.07.13;61,85;62,70;62,70;61,85;4,10;-1,12%
25.07.13;62,55;62,90;62,95;62,25;4,39;-0,32%
24.07.13;62,75;62,70;63,00;62,55;4,40;0,24%
23.07.13;62,60;62,90;63,00;62,35;3,31;-0,40%
22.07.13;62,85;63,15;63,20;62,70;5,62;-0,40%
19.07.13;63,10;63,10;63,25;62,65;7,12;-0,24%
18.07.13;63,25;63,75;63,75;63,25;6,40;-0,78%
17.07.13;63,75;63,95;64,15;63,50;5,01;-0,08%
16.07.13;63,80;64,05;64,15;63,75;2,73;-0,23%
15.07.13;63,95;63,95;64,20;63,80;3,02;0,31%
12.07.13;63,75;64,25;64,50;63,75;5,42;-0,31%
11.07.13;63,95;63,90;64,25;63,60;5,50;0,95%
10.07.13;63,35;63,30;63,50;63,15;3,31;0,24%
09.07.13;63,20;63,20;63,30;62,85;4,98;0,72%
08.07.13;62,75;63,00;63,10;62,60;3,44;0,40%
05.07.13;62,50;63,05;63,45;62,30;4,64;-0,64%
04.07.13;62,90;62,00;63,00;61,95;6,12;1,78%
03.07.13;61,80;62,40;62,50;61,65;6,02;-1,12%
02.07.13;62,50;62,70;62,70;62,00;5,97;-0,08%
01.07.13;62,55;62,40;62,70;62,05;5,78;0,97%
28.06.13;61,95;62,00;62,25;61,55;7,09;0,41%
27.06.13;61,70;61,35;62,00;60,75;6,70;1,15%
26.06.13;61,00;60,30;61,10;60,05;8,66;1,50%
25.06.13;60,10;60,15;60,20;59,30;10,55;1,35%
24.06.13;59,30;60,40;60,70;59,20;9,43;-2,31%
21.06.13;60,70;61,00;62,10;60,70;18,03;-0,82%
20.06.13;61,20;61,95;62,25;61,20;12,58;-2,08%
19.06.13;62,50;62,35;62,50;61,90;6,63;0,64%
18.06.13;62,10;62,45;62,50;62,00;5,92;-0,48%
17.06.13;62,40;62,30;62,60;61,90;5,70;0,89%
14.06.13;61,85;62,35;62,40;61,45;5,46;0,00%
13.06.13;61,85;61,40;61,85;61,20;7,26;-0,56%
12.06.13;62,20;61,85;62,85;61,85;5,74;0,32%
11.06.13;62,00;62,85;62,85;61,40;10,43;-1,43%
10.06.13;62,90;63,15;63,55;62,80;4,82;-0,55%
07.06.13;63,25;62,25;63,25;61,35;11,46;1,77%
06.06.13;62,15;62,95;63,40;62,15;8,94;-1,35%
05.06.13;63,00;63,60;64,20;62,85;9,98;-1,49%
04.06.13;63,95;62,45;64,15;62,35;9,98;3,15%
03.06.13;62,00;63,00;63,60;62,00;11,05;-2,29%
31.05.13;63,45;64,70;64,75;63,30;11,94;-1,93%
30.05.13;64,70;64,45;64,95;64,35;4,98;0,08%
29.05.13;64,65;65,60;65,65;64,65;6,96;-1,30%
28.05.13;65,50;65,55;65,80;65,45;8,14;0,23%
27.05.13;65,35;65,80;65,85;65,30;3,83;-0,53%
24.05.13;65,70;66,00;66,10;65,55;6,95;-0,08%
23.05.13;65,75;66,40;66,55;65,55;7,80;-2,38%
22.05.13;67,35;67,30;67,35;66,60;5,83;0,60%
21.05.13;66,95;67,00;67,05;66,20;7,37;0,00%
17.05.13;66,95;66,80;67,10;66,25;9,43;0,37%
16.05.13;66,70;67,75;68,10;66,70;5,14;-1,84%
15.05.13;67,95;67,20;68,00;67,15;5,65;1,19%
14.05.13;67,15;67,15;67,55;67,00;5,15;0,37%
13.05.13;66,90;66,95;67,20;66,75;4,79;0,00%
10.05.13;66,90;66,85;66,95;66,70;4,33;0,45%
08.05.13;66,60;66,00;66,75;65,70;5,07;0,76%
07.05.13;66,10;65,90;66,15;65,75;3,14;0,38%
06.05.13;65,85;65,85;66,05;65,65;2,07;0,08%
03.05.13;65,80;66,15;66,20;65,50;4,65;-0,38%
02.05.13;66,05;66,00;66,60;65,90;4,55;-0,53%
30.04.13;66,40;66,60;66,75;66,00;6,21;-0,23%
29.04.13;66,55;65,85;66,70;65,80;3,16;0,99%
26.04.13;65,90;66,15;66,35;65,70;5,16;-0,68%
25.04.13;66,35;66,55;66,85;65,95;8,17;-0,45%
24.04.13;66,65;66,25;66,90;66,20;7,08;0,45%
23.04.13;66,35;65,15;66,35;65,10;14,22;1,84%
22.04.13;65,15;65,35;65,50;65,15;11,19;-0,23%
19.04.13;65,30;65,25;65,30;64,70;9,99;0,46%
18.04.13;65,00;63,55;65,10;62,75;15,08;1,09%
17.04.13;64,30;66,05;66,15;64,30;10,95;-2,43%
16.04.13;65,90;65,70;66,15;65,35;7,10;0,53%
15.04.13;65,55;65,80;65,85;65,40;14,42;-2,74%
12.04.13;67,40;67,15;67,65;67,10;14,53;0,07%
11.04.13;67,35;67,65;67,90;67,15;6,82;-0,52%
10.04.13;67,70;66,90;67,80;66,90;8,68;0,97%
09.04.13;67,05;67,95;68,00;66,85;15,39;-1,40%
08.04.13;68,00;67,45;68,15;67,40;7,73;1,04%
05.04.13;67,30;68,55;68,60;66,85;9,49;-2,04%
04.04.13;68,70;69,75;69,75;68,60;7,50;-1,01%
03.04.13;69,40;69,70;70,00;69,30;8,66;-0,14%
02.04.13;69,50;68,70;69,65;68,70;6,81;1,24%
28.03.13;68,65;68,00;68,80;68,00;6,73;1,18%
27.03.13;67,85;67,90;68,00;67,45;5,83;0,22%
26.03.13;67,70;67,85;68,00;67,60;4,10;-0,44%
25.03.13;68,00;68,00;68,25;67,85;4,38;0,22%
22.03.13;67,85;67,95;68,10;67,55;5,48;-0,29%
21.03.13;68,05;68,80;68,95;68,00;5,76;-0,51%
20.03.13;68,40;68,40;68,85;68,20;6,91;0,37%
19.03.13;68,15;68,50;68,70;68,15;5,48;-0,44%
18.03.13;68,45;68,40;68,70;68,10;6,54;-0,44%
15.03.13;68,75;68,95;69,00;68,40;15,22;0,00%
14.03.13;68,75;68,45;68,90;68,35;7,38;0,81%
13.03.13;68,20;67,80;68,30;67,55;7,55;0,15%
12.03.13;68,10;67,50;68,15;67,35;4,28;0,67%
11.03.13;67,65;67,20;67,75;67,20;3,46;0,52%
08.03.13;67,30;67,05;67,40;66,90;4,67;0,37%
07.03.13;67,05;66,95;67,05;66,50;6,36;1,36%
06.03.13;66,15;66,50;66,60;65,90;4,35;-0,68%
05.03.13;66,60;65,75;66,75;65,70;7,54;1,76%
04.03.13;65,45;65,05;65,50;65,05;3,17;0,38%
01.03.13;65,20;65,30;65,70;65,20;4,88;-0,46%
28.02.13;65,50;64,50;65,50;64,30;8,12;1,71%
27.02.13;64,40;64,70;64,75;64,10;3,31;-0,16%
26.02.13;64,50;64,60;64,90;64,25;6,46;-0,62%
25.02.13;64,90;64,40;64,95;64,40;5,94;0,78%
22.02.13;64,40;64,00;64,50;63,85;3,76;0,86%
21.02.13;63,85;64,30;64,50;63,85;6,42;-0,85%
20.02.13;64,40;64,15;64,55;64,00;4,97;0,47%
19.02.13;64,10;63,15;64,10;63,05;4,83;1,58%
18.02.13;63,10;63,15;63,30;62,85;3,11;-0,16%
15.02.13;63,20;63,20;63,55;63,05;13,63;0,32%
14.02.13;63,00;63,50;63,50;62,70;12,19;-2,33%
13.02.13;64,50;64,35;64,70;64,30;5,19;0,39%
12.02.13;64,25;64,45;64,60;64,15;4,24;0,08%
11.02.13;64,20;64,15;64,60;64,15;3,35;0,39%
08.02.13;63,95;63,80;64,05;63,65;3,13;0,71%
07.02.13;63,50;64,00;64,15;63,50;3,52;-1,01%
06.02.13;64,15;63,55;64,15;63,45;5,27;1,18%
05.02.13;63,40;63,25;63,65;63,05;3,85;0,32%
04.02.13;63,20;63,65;63,95;63,20;3,85;-0,86%
01.02.13;63,75;63,75;64,05;63,40;4,28;-0,23%
31.01.13;63,90;63,80;64,20;63,75;5,41;0,00%
30.01.13;63,90;64,50;64,50;63,80;4,02;-0,85%
29.01.13;64,45;64,35;64,45;63,75;4,82;0,16%
28.01.13;64,35;64,35;64,40;63,95;4,40;0,39%
25.01.13;64,10;63,65;64,10;63,55;4,47;0,87%
24.01.13;63,55;63,35;63,90;63,35;6,01;-0,08%
23.01.13;63,60;63,20;63,70;63,15;5,10;1,03%
22.01.13;62,95;63,40;63,45;62,95;3,98;-0,47%
21.01.13;63,25;63,60;63,70;63,20;4,10;-0,24%
18.01.13;63,40;63,95;63,95;63,25;12,46;0,00%
17.01.13;63,40;62,60;63,55;62,55;7,49;1,60%
16.01.13;62,40;62,15;62,55;61,95;5,11;0,40%
15.01.13;62,15;61,10;62,15;61,05;7,17;1,64%
14.01.13;61,15;61,40;61,40;60,85;4,00;-0,16%
11.01.13;61,25;61,25;61,45;61,10;7,09;0,66%
10.01.13;60,85;60,80;60,95;60,65;2,67;0,33%
09.01.13;60,65;60,35;60,75;60,25;4,08;0,41%
08.01.13;60,40;60,60;60,85;60,35;4,42;-0,58%
07.01.13;60,75;60,90;61,05;60,60;4,65;-0,41%
04.01.13;61,00;60,65;61,05;60,55;2,79;0,58%
03.01.13;60,65;60,10;60,65;60,05;5,28;1,76%
28.12.12;59,60;59,85;60,05;59,60;4,19;-0,42%
27.12.12;59,85;60,05;60,10;59,85;2,41;-0,33%
21.12.12;60,05;60,05;60,25;59,95;11,48;0,08%
20.12.12;60,00;60,20;60,25;59,95;5,48;-0,25%
19.12.12;60,15;60,10;60,35;60,00;4,57;0,33%
18.12.12;59,95;60,25;60,35;59,95;5,85;-0,33%
17.12.12;60,15;60,35;60,45;60,10;6,06;-0,25%
14.12.12;60,30;61,00;61,05;60,25;5,25;-0,82%
13.12.12;60,80;61,20;61,35;60,80;4,19;-0,33%
12.12.12;61,00;61,15;61,35;60,75;3,40;-0,33%
